1.079779560777917702e+00,2.961429716164917458e+00,2.327054524112880609e-06
7.386520728124277291e-01,-3.499055625046356255e+00,1.195331980139918357e-02
1.419988606036621803e-01,-3.786486364286558270e+00,1.174279257212735780e-03
1.187764783972009575e+00,-3.306032939572492779e+00,1.205465266873736140e-02
-1.225532091756271758e+00,-1.905528885259640148e+00,2.763367006574557656e-05
1.734994608706910135e-01,-1.720173515107976669e+00,1.063778959554567000e-01
3.226586029075870776e-01,-9.367970439069868149e-01,2.112484225423759687e-01
4.731844913596665592e-01,-9.385601857062209064e-01,1.834577099139833578e-01
-1.302846180569199319e-01,-2.033157917600734166e+00,2.985283174663938555e-02
-2.075048528997678332e-01,-1.271375020578370041e+00,8.162572688473124227e-02
1.499081855885993075e+00,6.400484559270323004e-01,9.327743158386492717e-05
1.964677123594569697e+00,2.831332284807879240e+00,4.976651493664799244e-11
1.082294105092316272e+00,-1.540910332007254802e+00,3.707331494484293610e-02
-1.116112164374276627e+00,-3.958126357370762349e+00,1.687431624910074729e-08
1.695477960741095025e+00,1.047673875618858830e+00,3.601246505253767218e-06
-1.802520187419667241e+00,9.795095136500888700e-01,2.065492274415285190e-04
1.547874676671998628e-01,-3.629991353546583532e+00,1.977434401318099982e-03
3.580120726453626112e-01,4.562116876130399845e-01,1.351055024566916174e-01
-6.647500585714221089e-01,2.895324925282475981e+00,3.275611195199838038e-02
-1.918883500973446399e+00,3.930159119332762074e+00,4.622180247412112212e-04
-1.840954803310386190e-01,-1.791240622738358823e+00,3.854332246367486725e-02
-5.679831323480399874e-01,1.109933438395035665e+00,1.553509253919877764e-01
1.759391202339957161e-01,2.024499815903459954e+00,2.555834726203139867e-02
-5.434185910554232279e-01,2.944892443906246271e+00,2.767366285436080597e-02
1.018232614508750800e+00,-2.643031976963564844e+00,3.256623117734910866e-02
1.856359241479412336e+00,1.141190043881247007e+00,3.953937750202585179e-07
1.851056486385116440e+00,-1.323391451179743328e+00,2.355088033169696617e-04
-1.599240442736356016e+00,1.990226829219009730e+00,3.116791570693122366e-03
1.532838537346701280e+00,-2.737923904784826945e+00,5.282590413996957578e-03
-9.522345598450092652e-01,-2.380212893748125502e+00,6.981905439201366954e-05
1.908321308272873384e+00,-1.498933708486804406e+00,1.851475661285546337e-04
1.480831377463736054e-01,-3.853285940706845381e+00,9.840685152631644360e-04
-1.776172032054148531e+00,-1.215653097094628876e-01,2.390470367457679174e-05
1.868926648440831340e+00,-7.280323192992286252e-01,6.937189185090429546e-05
1.263348403352967608e+00,-2.681581907265453424e-01,4.427336374757412200e-03
1.849253391424329429e+00,3.882993503745666430e-01,5.162599557964023768e-06
-1.462435882902940687e+00,3.978469628612210762e+00,2.752299171660105553e-03
2.138634371001271184e-01,3.654606728207268063e+00,2.524589961049473336e-04
4.108999742608534511e-01,2.182520938006833333e-01,1.431458732371885534e-01
-8.494709726719706921e-02,2.034890278004830577e-01,2.653686297866112431e-01
-1.904739452961251800e+00,-2.540192093163952336e+00,5.310481995652951708e-10
1.792895001180976333e+00,1.806225124780325153e+00,6.679675535552406411e-08
1.182744162213015038e+00,5.486722896257179016e-01,1.719279349030079134e-03
6.225754298930685771e-01,7.544797835784731177e-01,3.560090096126076326e-02
-7.473412614704195711e-01,2.587764426938035989e+00,4.900182520867449321e-02
1.451574225379940852e+00,-3.415417562046596522e+00,5.247498147916375075e-03
-4.968222980031273828e-01,2.713807889371455673e-01,1.561164334978485391e-01
-2.002813976852797495e-01,-3.664003438302643190e-01,2.039374351036315758e-01
3.826368712164067709e-01,5.559914398976584238e-01,1.144423386645113810e-01
-2.861093481759202639e-01,-2.267783227570260962e+00,9.299190706934693657e-03
-1.526345210551967924e+00,2.189633191947177870e+00,5.249411403104692689e-03
-1.776241823624595817e-01,-1.237055862374762505e+00,9.321400618834121965e-02
-5.832766452403808088e-01,-6.805006260468049462e-01,4.733566026317902187e-02
1.729620263217449327e+00,3.631036627408867901e-01,2.011493908966232314e-05
-1.834345388344292171e+00,-2.748564937719866208e+00,5.253102945219895806e-10
2.082307618912144775e-01,-1.176295014259635785e+00,1.863855623507787440e-01
-1.663793821442328014e+00,2.664095501354214690e+00,2.653883831214172255e-03
-1.056674780755556320e+00,3.108018191425009569e+00,1.922809175412949073e-02
-1.766288182033095566e+00,3.931479953372475578e+00,9.773613330184497804e-04
-6.615281566146875569e-01,-1.141082431017756527e+00,1.499998834642074508e-02
8.755121641891161488e-02,-4.671328252356001798e-01,2.541169389827944158e-01
1.673192352470133315e+00,2.863235001933726487e+00,2.869462351485292187e-09
